,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
91,1,102.35240158102566,602,0.08233812099206261,"[17, 2, 1, 7, 19, 4, 3, 0, 22, 6, 5, 8, 20, 18, 24, 25, 16, 30, 15, 9, 27, 11, 13, 26, 12, 14, 10, 21, 23, 31, 29, 28]",300,0.4,8192
92,2,99.61043949436949,904,0.14913597999839112,"[17, 2, 1, 7, 19, 4, 3, 0, 22, 6, 5, 8, 20, 18, 24, 25, 16, 31, 29, 9, 11, 15, 26, 14, 13, 12, 10, 28, 27, 21, 30, 23]",300,0.4,8192
93,4,92.08957252004419,1507,0.2834023899922613,"[17, 2, 1, 21, 19, 4, 3, 0, 22, 6, 5, 8, 20, 18, 24, 25, 16, 12, 10, 29, 23, 31, 30, 11, 9, 7, 26, 13, 15, 28, 27, 14]",300,0.4,8192
94,8,88.39080080667586,2713,0.5209170549933333,"[3, 2, 1, 22, 23, 24, 10, 8, 18, 14, 9, 27, 29, 17, 19, 20, 16, 28, 15, 13, 30, 6, 4, 5, 11, 12, 26, 25, 7, 31, 0, 21]",300,0.4,8192
95,16,81.02822030721688,5124,0.9791143960028421,"[30, 20, 15, 16, 11, 6, 4, 3, 2, 5, 26, 8, 0, 1, 22, 23, 10, 7, 9, 29, 18, 19, 17, 24, 25, 27, 13, 12, 14, 21, 31, 28]",300,0.4,8192
96,32,70.12005263052998,9945,1.895396420994075,"[30, 20, 15, 16, 25, 1, 3, 2, 0, 22, 21, 23, 24, 29, 6, 4, 5, 26, 8, 10, 7, 9, 11, 19, 17, 18, 31, 27, 28, 12, 13, 14]",300,0.4,8192
97,64,61.95022491743006,19589,3.720297688996652,"[29, 30, 20, 19, 16, 7, 6, 4, 3, 2, 5, 26, 25, 1, 0, 22, 21, 23, 24, 8, 10, 9, 11, 15, 17, 18, 31, 27, 28, 12, 13, 14]",300,0.4,8192
98,128,45.60769886911103,38872,7.358166741993045,"[16, 15, 30, 20, 19, 18, 17, 29, 28, 27, 7, 6, 5, 4, 3, 2, 25, 1, 0, 22, 21, 23, 24, 31, 26, 8, 9, 10, 11, 12, 13, 14]",300,0.4,8192
99,256,37.122417494872465,77415,14.64280048198998,"[15, 16, 17, 18, 19, 20, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
100,512,36.47213595499958,154472,29.101280753005994,"[15, 16, 17, 18, 19, 20, 21, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
101,1024,36.47213595499958,234237,44.31868862401461,"[15, 16, 17, 18, 19, 20, 21, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
102,2048,36.47213595499958,234237,44.31868862401461,"[15, 16, 17, 18, 19, 20, 21, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
103,4096,36.47213595499958,234237,44.31868862401461,"[15, 16, 17, 18, 19, 20, 21, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
104,8192,36.47213595499958,234237,44.31868862401461,"[15, 16, 17, 18, 19, 20, 21, 31, 30, 29, 28, 27, 8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 23, 24, 25, 26, 9, 10, 11, 12, 13, 14]",300,0.4,8192
